  4470 vectors within the range 119.98 120.02
  -91   66   42    -57   93   50    -0.656254  -1.434631
  -91   78   -6     47   68  -87    -1.487407   1.204585
  -91   78    6     69  -54  -82     1.581049   1.763294
  -90  -75  -26     86  -81   21     0.138630   2.281657
  -90  -75   26    -92   67   38     0.059204  -2.477545
  -90  -60  -52     20  102   60     0.790873   0.496457
  -90  -60   52    -26   90   75     0.912328  -0.608061
  -90  -52  -60    -36  -52 -102     0.183686  -0.907583
  -90  -52   60      4  115  -34     0.769303   0.155371
  -90  -26  -75     66  -88   48     0.691689   1.664243
  -90  -26   75    -56   72   78    -0.229317  -1.415367
  -90   26  -75     57  -44   96    -0.475571   1.447191
  -90   26   75    -82  -69   54    -1.485285  -2.129477
  -90   52  -60    -37   -6 -114    -0.237246  -0.944280
  -90   52   60     78  -33  -85     2.224707   1.990561
  -90   60  -52     98   66   21     1.865957   2.639180
  -90   60   52   -114  -27   26     0.247713  -3.042881
  -90   75  -26    -66  -91  -42     1.102125  -1.697579
  -90   75   26     29  109  -41     0.154756   0.729000
  -89  -80   -9     79   40   81     1.234692   2.028428
  -89  -80    9    -59  104  -10    -0.827378  -1.478208
  -89  -72  -36    -35   44  106     0.315178  -0.846865
  -89  -72   36    -62  -88   53     1.020330  -1.575464
  -89  -36  -72    -45   64  -91    -0.159240  -1.162971
  -89  -36   72    -85  -11   84     1.344119  -2.257928
  -89   -9  -80    -72   96    1    -0.968517  -1.815805
  -89   -9   80    102   20  -60    -0.005068   2.711450
  -89    9  -80    -21   31  114    -0.443676  -0.520626
  -89    9   80     -6  107   54    -1.576357  -0.195061
  -89   36  -72    114  -26   27    -0.424449   3.026501
  -89   36   72    -81  -66   59    -0.656311  -2.101004
  -89   72  -36     54   82   69    -1.318713   1.390603
  -89   72   36    -72  -78  -56    -0.295644  -1.853059
  -89   80   -9     72  -56   78     0.770200   1.828337
  -89   80    9    115   34    4    -0.322055   3.060969
  -88  -80  -16     49  -61   91    -1.088003   1.247847
  -88  -80   16     29   41 -109    -0.951745   0.726667
  -88  -78  -24     37  -22 -112    -0.563845   0.937190
  -88  -78   24      0  -96   72     0.703044  -0.013932
  -88  -77  -27    -31  114  -21    -0.354032  -0.758454
  -88  -77   27     77  -92   -3    -1.852394   1.920926
  -88  -66  -48     73   -7   95    -0.457776   1.874635
  -88  -66   48     82   28   83    -0.907381   2.124557
  -88  -62  -53    -24  -78  -88    -0.271791  -0.590268
  -88  -62   53    -28  -84   81     1.573872  -0.706437
  -88  -53  -62    -77   30  -87     0.084727  -1.938923
  -88  -53   62   -117   15  -22     0.023512  -3.080732
  -88  -48  -66     87   68  -47     0.886449   2.320377
  -88  -48   66      2  -92  -77     0.593233   0.061535
  -88  -27  -77    -96  -72   -2    -0.013509  -2.599663
  -88  -27   77     -2   77   92     0.348830  -0.064428
  -88  -24  -78    -26   61 -100    -1.289438  -0.615014
  -88  -24   78   -109   20  -46     1.411425  -2.874714
  -88  -16  -80   -107   -6   54     0.610389  -2.803347
  -88  -16   80     92   -3  -77    -0.822153   2.483679
  -88   16  -80     11  -11  119    -1.654743   0.333773
  -88   16   80     72  -56   78     0.118242   1.827532
  -88   24  -78      2   92   77     0.310396   0.084608
  -88   24   78      0  120   -2    -0.607257   0.018946
  -88   27  -77    -78   91   -6     0.695480  -1.977984
  -88   27   77    -29  109  -41    -1.056289  -0.715920
  -88   48  -66    -24  -78  -88     0.398017  -0.589029
  -88   48   66    -64   45   91    -0.018814  -1.614675
  -88   53  -62     23 -108  -47    -0.472663   0.571319
  -88   53   62    -81  -21  -86     0.749619  -2.091166
  -88   62  -53     71   48  -84    -1.810984   1.806098
  -88   62   53    -49   11  109    -0.391198  -1.249128
  -88   66  -48    -33  -52  103    -1.591316  -0.807098
  -88   66   48   -118   -6   21    -0.737509  -3.100997
  -88   77  -27      5  106   56    -0.589306   0.182053
  -88   77   27     12  -53 -107     0.863545   0.363857
  -88   78  -24     -6 -108  -52     1.632345  -0.251671
  -88   78   24     12  -71   96    -0.147412   0.361438
  -88   80  -16     49  -91  -61     1.122690   1.242957
  -88   80   16    -56  106   -5    -1.203825  -1.410115
  -87  -77  -30     21  -81   86     1.713586   0.517215
  -87  -77   30    -95    7   73     0.011506  -2.519099
  -87  -68  -47    -95   73    7    -0.146670  -2.517212
  -87  -68   47    -92  -38  -67    -0.193322  -2.496125
  -87  -47  -68     17  -83  -85     0.697816   0.448087
  -87  -47   68    -41  -54  -99     0.511974  -1.045788
  -87  -30  -77     57   50   93    -1.126420   1.452993
  -87  -30   77     -5  102   63    -1.614668  -0.163179
  -87   30  -77    116   10  -29    -0.022242   3.068098
  -87   30   77    118   21   -6    -1.259774   3.104311
  -87   47  -68     48   84  -71    -0.937547   1.232976
  -87   47   68     21   -6  118     0.279326   0.525038
  -87   68  -47    -60  -20  102     0.548390  -1.510972
  -87   68   47    102   20   60     1.088563   2.712545
  -87   77  -30    -84  -11  -85     0.004388  -2.208763
  -87   77   30    -86  -35   76     1.037235  -2.295290
  -86  -81  -21     11  -85  -84     0.992919   0.324161
  -86  -81   21    -23   47 -108     0.693280  -0.574940
  -86  -76  -35     29 -109  -41    -0.614424   0.714328
  -86  -76   35     12  107  -53     1.396813   0.379971
  -86  -35  -76    103  -42   45    -1.871735   2.732027
  -86  -35   76     95  -73    7     0.934637   2.517854
  -86  -21  -81    -88  -27  -77    -1.144233  -2.360836
  -86  -21   81    -96   57  -44     0.486465  -2.545216
  -86   21  -81   -101  -51  -40    -0.219895  -2.687206
  -86   21   81    -78  -85  -33    -0.330040  -2.014833
  -86   35  -76    -89    9  -80    -0.101046  -2.391482
  -86   35   76    -11  -49  109    -1.364514  -0.337908
  -86   76  -35    -47  -68   87    -0.427402  -1.204558
  -86   76   35     71  -96   12    -0.483457   1.792816
  -86   81  -21     -3   92  -77     1.132099  -0.101205
  -86   81   21    116   29  -10    -0.751194   3.070823
  -85  -84  -11     28  -82   83    -0.314419   0.688542
  -85  -84   11    118  -21   -6    -0.262673   3.096327
  -85  -83  -17   -111  -20  -41     1.012574  -2.947819
  -85  -83   17    -86  -21  -81     1.788167  -2.292743
  -85  -78  -33     27 -114  -26     0.958797   0.644295
  -85  -78   33    -42  -45 -103    -1.082950  -1.067775
  -85  -73  -43     68  -87  -47     0.596917   1.726397
  -85  -73   43     30  -27  113    -0.256115   0.744645
  -85  -43  -73     45  -91  -64    -0.294306   1.158941
  -85  -43   73    -89  -80   -9    -0.415856  -2.402946
  -85  -33  -78     -4   34 -115     0.644382  -0.140440
  -85  -33   78    -88  -62   53     1.603161  -2.367352
  -85  -17  -83    -96   64  -33     0.878299  -2.542296
  -85  -17   83     20 -102   60    -0.057519   0.477216
  -85  -11  -84    -72   96    0     0.312682  -1.817454
  -85  -11   84     88   66  -48     0.404045   2.371299
  -85   11  -84     72   96   -2    -0.062152   1.858216
  -85   11   84     -6   52  108     0.242854  -0.212110
  -85   17  -83     81   86  -21     0.035929   2.109585
  -85   17   83     78   -6   91     1.469612   1.998077
  -85   33  -78    -85  -11  -84     0.947479  -2.259787
  -85   33   78   -102  -60   20    -0.512757  -2.719268
  -85   43  -73     32  -63  -97     0.756898   0.782910
  -85   43   73   -112  -22  -37    -1.397509  -2.993472
  -85   73  -43     12 -111   44     0.820502   0.353868
  -85   73   43     98    6   69     0.487846   2.629952
  -85   78  -33    -26  114   27     1.421160  -0.601777
  -85   78   33     40  101  -51     0.710902   1.015027
  -85   83  -17    -71  -96  -12     0.549136  -1.812544
  -85   83   17    -75  -26   90     0.116542  -1.892050
  -85   84  -11     72  -96    0     1.707992   1.816427
  -85   84   11     65   96   31    -0.550966   1.654692
  -84  -85  -11     11 -119  -11     0.262925   0.318710
  -84  -85   11    -85   11   84    -0.172140  -2.255123
  -84  -84  -17      0   72   96    -0.152136   0.012179
  -84  -84   17     26  114   27    -0.360343   0.640468
  -84  -81  -28   -101  -10   64     0.737318  -2.680537
  -84  -81   28    -98  -69   -6    -0.260004  -2.645101
  -84  -71  -48     -5  -56 -106    -0.329585  -0.173095
  -84  -71   48   -102  -20  -60    -1.823550  -2.711831
  -84  -64  -57     -3   92   77     0.814311  -0.098908
  -84  -64   57    102  -63   -5    -0.921016   2.691382
  -84  -57  -64    -66  -48   88     0.662666  -1.684064
  -84  -57   64    -57  -96  -44     0.060098  -1.464121
  -84  -48  -71    109   46   20    -1.205096   2.902670
  -84  -48   71     78   33  -85    -0.934411   2.005443
  -84  -28  -81     64  -10  101     0.075371   1.621359
  -84  -28   81     -1    0  120    -0.186271  -0.039157
  -84  -17  -84     78   56   72     1.363574   2.009070
  -84  -17   84     36  108   38    -1.298959   0.918658
  -84  -11  -85     91   42   66    -1.274008   2.453124
  -84  -11   85    -20  -46  109     0.171619  -0.489263
  -84   11  -85    -11  -85  -84     1.399823  -0.344499
  -84   11   85     41  -20  111    -1.640710   1.036533
  -84   17  -84     68  -47   87    -2.117591   1.737358
  -84   17   84     81  -21  -86     2.298615   2.087356
  -84   28  -81     -2 -120    0    -0.855992  -0.091885
  -84   28   81   -119   -4  -15    -0.249089  -3.117111
  -84   48  -71    -52 -103  -33    -0.035481  -1.338120
  -84   48   71     -6  -26  117    -0.351243  -0.226188
  -84   57  -64    -10  101  -64    -0.222309  -0.291221
  -84   57   64    -92   38   67    -0.392398  -2.480736
  -84   64  -57   -115  -34   -4     0.878879  -3.060081
  -84   64   57     15  117   22    -0.066038   0.415887
  -84   71  -48   -109  -49   11    -0.372465  -2.905249
  -84   71   48    -86   35   76    -0.953850  -2.286940
  -84   81  -28     76   70  -61    -1.179285   1.915824
  -84   81   28      3   58 -105     0.260145   0.112524
  -84   84  -17    -80  -89    9     0.288576  -2.063967
  -84   84   17     54  -69  -82     0.871782   1.372371
  -84   85  -11    -52   60   90    -2.748585  -1.307812
  -84   85   11    109   46  -20    -0.834258   2.902372
  -83  -85  -17    -52   90   60    -0.132907  -1.305032
  -83  -85   17    108  -23   47     1.176461   2.829841
  -83  -83  -25    -96   -2  -72    -0.899683  -2.569903
  -83  -83   25     55  -67   83    -1.698733   1.401659
  -83  -82  -28     -6   98   69    -0.223403  -0.196833
  -83  -82   28     59  -81  -66     0.015450   1.479232
  -83  -67  -55    -87  -30  -77     0.196963  -2.316295
  -83  -67   55     81   28   84    -0.568499   2.094385
  -83  -55  -67    -96   57  -44    -0.904824  -2.544881
  -83  -55   67    -44   96  -57     0.881526  -1.121288
  -83  -28  -82     17  -85   83     0.579561   0.443771
  -83  -28   82     38   92   67    -1.031528   0.976962
  -83  -25  -83     53  -62   88     1.419240   1.349301
  -83  -25   83     -6 -108   52    -1.641629  -0.251054
  -83  -17  -85     27 -114  -26     0.668934   0.644629
  -83  -17   85     12  -53  107     0.995496   0.364487
  -83   17  -85     64  -33   96    -2.438261   1.619229
  -83   17   85    -77   92    2    -1.072891  -1.922080
  -83   25  -83    -52   36  102    -1.040264  -1.311062
  -83   25   83    -68  -13  -98     1.273392  -1.742873
  -83   28  -82    -96   64   33     1.561088  -2.540452
  -83   28   82    -91   -6   78    -0.132357  -2.449761
  -83   55  -67    -16  -80   88    -2.028602  -0.433210
  -83   55   67    -43 -112    3    -0.439128  -1.106220
  -83   67  -55     23  -47 -108    -0.478751   0.574715
  -83   67   55     78  -91   -6     0.393063   1.977708
  -83   82  -28     83  -83   25     0.018920   2.138238
  -83   82   28     77  -68   62     1.237819   1.934013
  -83   83  -25     77  -92   -3    -0.436137   1.921112
  -83   83   25     20  -60  102    -0.081805   0.479393
  -83   85  -17   -115   34    4    -0.252234  -3.050821
  -83   85   17    -84   11  -85    -0.341713  -2.205992
  -82  -83  -28     78  -56   72    -0.699566   1.989348
  -82  -83   28     80   -9   89    -0.399524   2.048690
  -82  -69  -54    -62  -88   53    -0.290888  -1.574401
  -82  -69   54     47  -23 -108    -0.024925   1.198890
  -82  -54  -69    -64  -57   84    -0.010943  -1.630595
  -82  -54   69    -47   68  -87     0.218186  -1.197112
  -82  -28  -83     21  -81   86    -0.160383   0.516723
  -82  -28   83     85  -73   43    -0.222075   2.244937
  -82   28  -83     -4   15  119    -0.700725  -0.141312
  -82   28   83    -83  -67   55     0.945686  -2.168641
  -82   54  -69    -34  115    4     0.757591  -0.824045
  -82   54   69    -86  -35   76    -0.350353  -2.295161
  -82   69  -54    -56  -78  -72    -0.123300  -1.427141
  -82   69   54   -120    0   -1    -1.847795  -3.134381
  -82   83  -28      4 -119   15    -0.016778   0.128553
  -82   83   28    -45  103   42     0.605123  -1.155535
  -81  -86  -21    109  -50    4     0.007260   2.855982
  -81  -86   21     -6 -107   54    -1.271164  -0.247881
  -81  -84  -28     72    0  -96    -0.005462   1.837384
  -81  -84   28     82  -69   54    -0.003146   2.116087
  -81  -79  -40    -91  -66   42     0.017504  -2.466690
  -81  -79   40     49  -61   91    -0.686007   1.247610
  -81  -66  -59    -44  111   12    -0.068174  -1.110764
  -81  -66   59     27  114  -26     0.056366   0.675102
  -81  -59  -66    -37  -37  108     2.092977  -0.948717
  -81  -59   66   -114  -27  -26    -0.267080  -3.044022
  -81  -40  -79     54   -6  107    -0.671815   1.379466
  -81  -40   79     81  -79  -40    -0.084199   2.073080
  -81  -28  -84     -4 -109  -50    -0.383925  -0.153798
  -81  -28   84     91   49  -61    -0.655540   2.457935
  -81  -21  -86     66  -42   91    -0.163814   1.675500
  -81  -21   86   -109   41   29     2.420572  -2.862159
  -81   21  -86     72   -2  -96     1.215138   1.831583
  -81   21   86     24   78   88    -1.231102   0.589542
  -81   28  -84     -4  109  -50    -0.240973  -0.133584
  -81   28   84     37   37  108    -0.380907   0.949477
  -81   40  -79     51  101   40    -0.813350   1.295644
  -81   40   79    -21  -81  -86     0.264280  -0.535723
  -81   59  -66     63  102   -5     0.070928   1.597602
  -81   59   66    -65  -96   31    -1.200649  -1.654087
  -81   66  -59    -50   93   57    -0.288326  -1.265908
  -81   66   59    -49  -91  -61    -0.997581  -1.259170
  -81   79  -40     54 -107    6     0.419222   1.365498
  -81   79   40     64   10  101     0.463769   1.624052
  -81   84  -28    -47   87   68    -0.357967  -1.192930
  -81   84   28    -96   33   64     1.515431  -2.549645
  -81   86  -21    -92  -77    3    -1.166199  -2.499549
  -81   86   21     81  -28  -84    -0.138667   2.083470
  -80  -89   -9    -85   33  -78     0.505398  -2.250481
  -80  -89    9    117   26   -6     0.325921   3.093055
  -80  -88  -16    -52  -33  103     1.872410  -1.321889
  -80  -88   16     21   66   98    -1.454050   0.533225
  -80  -80  -40    -43 -112    2     0.695962  -1.107124
  -80  -80   40     -2  -92   77     0.799393  -0.084123
  -80  -40  -80    -12  107  -53    -0.479226  -0.356575
  -80  -40   80    100  -61   26    -0.283409   2.658062
  -80  -16  -88     24   88   78     0.715315   0.592391
  -80  -16   88    -78  -56   72    -0.628767  -2.007934
  -80   -9  -89      6  107  -54    -0.177887   0.247843
  -80   -9   89     64   91   45    -1.189782   1.638385
  -80    9  -89     15  119    4     0.244522   0.418736
  -80    9   89     78   56  -72    -0.628426   2.008197
  -80   16  -88     64   91  -45    -1.210623   1.637310
  -80   16   88    -83  -17   85     1.042893  -2.156651
  -80   40  -80    -16   40 -112    -0.159662   0.431314
  -80   40   80     35  106  -44    -0.540474   0.863847
  -80   80  -40     48 -110    0    -0.708171   1.212471
  -80   80   40    -22 -112  -37    -0.528598  -0.566722
  -80   88  -16     50   93  -57     0.240176   1.279595
  -80   88   16     -3   58 -105    -0.766564  -0.106265
  -80   89   -9     60  -52  -90    -0.631315   1.505373
